12	94929220
17	402428
8	97557707
2	119271462
4	7375623
2	210457910
17	61217615
6	56162822
17	2553239
4	1808477
8	133063428
3	51649392
17	11847946
4	2205895
4	23674150
2	95326402
Y	49715741
3	22539182
5	134046001
Y	11803879
10	99603867
20	13033150
13	10866096
3	127098664
1	21407605
8	92821277
12	122287427
2	54519563
5	132551155
14	102812658
4	64364988
3	52696541
6	34655446
3	71432056
19	15298915
11	109133357
16	32029260
12	121238386
22	41886667
5	71236947
9	66678729
12	86566132
8	3712512
13	14349380
11	31533714
1	60517100
6	4803408
14	60368513
9	122005044
9	49680318
6	127690618
11	118870400
3	44489702
2	23764134
1	29561483
5	145650669
Y	27784291
7	29888796
3	102490526
1	17499111
X	53432383
2	143553137
10	7654696
12	55881939
7	23057336
2	193237951
Y	16113101
6	56116528
20	31995501
6	110287646
2	155529039
10	62844999
20	48054333
1	3293420
6	160247503
13	92577823
1	151650371
X	148746506
1	27887697
10	40530506
11	116839804
14	49584916
22	23912783
5	96691555
2	200956129
3	170697343
10	119802364
12	29240007
X	125640423
6	42058891
1	109182935
3	142237408
11	49408075
20	53828011
4	63266889
1	174525962
1	228143126
3	74358504
2	58404697
11	34298720
7	105189452
11	88137989
8	76383806
15	37405746
14	40496979
15	71908319
19	18303333
4	24062362
1	157119862
5	178337405
7	21713521
5	53343219
12	314386
14	45788383
18	60137850
2	107202356
22	32438975
5	160849015
10	86735073
2	203208857
17	73941190
21	20486297
1	214836276
Y	47004869
22	40725699
3	10560370
6	83196319
Y	22113070
8	83950053
6	88198386
15	50752728
16	52555399
1	22200717
4	110011602
6	52599838
12	56402902
2	36681388
3	95625178
13	52308598
2	209409451
4	10700432
3	30849990
X	123492648
7	112054547
X	71575361
15	59002326
16	15197495
2	230152462
X	58421959
17	29822718
8	136219780
11	8720841
18	5588328
9	52271600
15	6655257
6	36549856
13	48325113
1	51338023
6	9980209
14	41839880
10	98372205
18	11240652
16	45082614
1	51885937
22	16814906
6	111769999
2	200939867
X	25746563
11	110905129
17	76192252
3	91769812
6	124576405
Y	38406287
10	62829953
1	136087805
15	18398119
3	183943128
9	49184567
5	37234871
1	58531813
11	127808376
21	36749544
7	113888126
9	92136764
2	104513657
1	215446059
12	72602429
7	158944646
22	50007305
2	134484785
1	243029437
6	2874367
X	16149095
14	78192353
4	112598550
9	130030064
11	113816590
12	74639010
1	142895185
11	125984972
14	81218153
19	7075316
12	10893431
22	20954369
12	47715284
7	34088692
11	66274312
8	98616319
4	54425392
12	41162636
13	33836547
X	80237242
17	27722411
3	24996532
7	115672110
10	58242911
14	11358277
18	62030457
2	143717314
5	12710998
4	98127586
20	56733917
14	58793351
7	142680883
1	149515425
1	233701253
7	31394375
12	21560815
4	122306365
7	127301362
15	60118192
17	35038327
17	5640442
21	12805011
1	57855271
14	48820274
6	68845512
17	62872682
22	29075555
18	60657853
1	137722476
6	50705977
11	87703014
11	47919109
4	164593361
X	127790317
2	20078640
3	174700452
14	61833502
1	125792603
22	30340750
3	127006067
4	36630320
6	8960062
13	91857302
21	13902671
15	83121308
20	37148243
16	49932982
4	61069007
3	26321383
6	135207190
1	235794443
5	68640384
12	367341
11	40897805
1	234410973
13	105832768
3	85995216
15	49089682
22	4740466
17	79876875
1	129278652
3	104192802
1	111112866
20	59813297
7	40870204
11	51711776
7	112184887
3	73820380
3	14615857
12	46281154
9	132529673
5	178258734
4	86313787
5	134487690
6	24823824
4	155248988
22	843048
4	178975539
18	22440533
14	87047180
4	29197426
9	30602907
5	137864830
14	104819601
6	2581715
5	85480585
1	70921103
11	79509302
21	33192452
9	26705202
11	81263402
3	72797429
1	3678632
7	47426681
6	164052448
6	52196003
2	28657409
16	41397021
4	188566671
19	56167830
X	24796476
1	126413792
Y	514599
5	135284670
21	47552878
13	26493373
3	83762187
10	133782298
3	88801919
17	8057592
1	26143709
13	38793697
12	4472660
1	144061924
18	344933
9	119039122
12	132357501
13	92656900
14	49101486
7	110639224
Y	38398840
10	51128359
X	127269338
22	22743703
5	48626206
1	119148524
6	94856591
6	18733245
16	78133907
8	44313499
3	24400679
2	41962974
8	44955303
1	160980959
X	60133189
X	39747756
8	16053278
X	82879854
7	14719264
18	72084333
7	49952452
Y	12796960
3	128853944
12	128723772
4	45392673
2	111237969
14	15902630
X	76871102
9	44853477
11	120358083
11	3155417
12	50146379
12	124674015
3	129854398
10	118481257
14	101218713
9	10911199
4	21840746
14	99796543
2	40350529
18	65439076
6	159706441
20	20205123
9	2079695
5	36091559
11	126253710
2	81631271
11	57115074
2	223211906
17	9802394
6	158415084
1	226969295
X	127691761
X	140190184
1	205931254
6	57228020
7	13739404
7	121792220
12	118438934
9	1861092
X	72137962
13	24737205
1	206747527
12	115676192
10	103185459
9	22527072
9	24798836
20	34035679
6	168408819
2	19776186
2	3329174
8	142178157
X	116506056
X	57723965
14	52965997
7	30577370
8	59277232
15	65715042
7	129632593
X	141784230
4	170808075
1	167293881
4	188406822
6	107208552
14	71728416
5	76824953
17	74734103
2	109500314
X	144141658
6	141310720
8	58861288
14	105459707
16	77161588
5	131548520
7	52855144
3	175796784
Y	39941911
15	5984617
9	78088297
6	49830386
9	10892526
4	17799886
1	70687731
2	104426424
12	99339577
11	131092130
3	159422595
14	56186327
5	145625238
7	121813732
7	58282090
9	3507240
9	98135788
2	57969740
6	47731858
2	42097742
12	90304895
17	20106272
11	116097353
5	138788065
2	32513123
2	134847491
4	147892881
18	58970264
14	67687833
18	20528991
7	137336398
11	13114199
22	25491067
8	120885754
5	53079781
Y	43634367
15	88498917
6	31183419
8	53619005
7	54737400
18	70625085
4	179431593
7	154912615
14	85585782
12	34222635
2	38896696
4	38960403
6	45279337
1	239326404
9	84329861
12	21499429
9	37729653
9	82098462
2	54944828
5	152571029
1	204428140
4	61176864
5	79935286
5	57650865
13	65418371
2	31407884
6	19445389
18	59184005
21	7228414
20	24116029
14	71209356
6	37673960
11	96384098
8	28008567
9	84146955
3	83419999
5	39547536
12	87002321
3	44867736
X	97239806
8	108604078
12	21419941
3	190103053
15	10650944
22	9808392
2	58640542
1	7269335
18	5555986
Y	20807642
3	142119662
22	33609659
4	60224266
9	99007221
3	184736066
2	93494585
10	60636574
1	229330320
15	6722828
7	89023650
1	103533407
12	87496160
15	20380544
3	87859739
4	156332028
8	68793736
Y	49010356
4	66863916
8	24928904
14	73684407
11	35596748
1	159517724
8	91400213
6	121039654
16	5005967
10	99252830
2	138403493
6	18296877
18	44971839
1	39279569
10	108108290
10	8445712
8	22788310
5	44923655
4	65948105
6	132096262
4	143047089
1	224096395
15	82861921
5	98105099
8	1799760
X	16839537
2	210027908
1	233538975
14	51671723
2	145385433
9	59500171
12	19820431
1	120713610
1	9673128
3	82508446
Y	5536903
7	66190116
1	162757309
1	112576497
Y	39422580
11	55437975
13	29479774
20	23726365
9	120421322
16	27839429
6	8481375
4	7228018
Y	20114179
13	61506702
3	80111007
9	55696137
18	33208892
8	14309448
3	180682132
6	19305649
4	155183802
12	70243602
8	87464137
12	48938584
10	116613241
6	107928543
1	72487986
7	93670684
1	71764671
Y	26140938
8	114676914
12	75161496
19	18663795
9	14963658
12	95403149
15	40860482
X	7064791
4	72908966
4	43325421
9	86282882
11	84950273
2	88375216
16	978329
5	125396571
5	176091927
Y	15918145
6	62878894
4	125821698
8	92326594
9	23754382
18	51156493
12	95960590
12	31482543
13	93465985
X	59247495
X	52749781
6	128496198
14	10273223
15	81687939
11	87139590
10	79551539
8	82069089
10	57634406
9	68058269
X	63158189
5	146151892
6	22449951
2	87707130
9	110877
8	48506404
4	185099234
X	48912792
11	65086111
8	30422989
2	137183845
8	12098549
16	39131653
13	110539987
4	122823705
12	79249537
14	35669581
16	55983633
4	51904611
4	98376125
10	16709179
2	38479938
8	141469697
3	21989467
8	19255260
3	19650176
3	8795650
18	16217896
6	46823980
17	51773619
20	10907874
5	37388011
10	77439572
X	110905210
12	69124019
11	12579897
6	117831396
Y	56427317
10	116838471
3	176185809
14	56340233
5	97614104
1	79365746
5	89266138
4	70765444
5	38347229
X	92256186
9	57240345
11	76280960
5	85684940
14	40546531
2	107366653
8	72839586
13	103040181
5	8460007
9	84545080
11	57932765
7	105847550
13	77015707
9	81723561
13	38029153
2	207806424
12	118021611
1	59607248
16	41420875
2	210494552
18	5986430
1	3238054
2	169665303
20	31747554
6	157603689
2	141662362
11	23103756
12	105521322
14	64052172
2	33249910
Y	35019499
9	124655069
11	23604831
5	18802334
5	112914225
1	85988128
4	134357543
1	245088180
16	21139668
12	35613517
1	1805643
18	45606497
11	21394918
5	162371388
1	75507038
X	118328944
7	133325198
3	29588110
Y	56071893
17	68574049
2	103145189
3	111470306
5	160800848
11	115655029
13	48596372
17	66571637
16	13511390
9	115894240
8	27498968
10	18535941
12	20247990
4	173686936
X	98119235
6	92834433
7	75455015
10	16866929
11	98146478
13	1335116
3	119764717
16	6753412
20	56689984
2	169308920
19	50500209
X	140885090
13	112007961
3	33698406
19	19121642
15	61935526
13	65582721
15	72252064
2	46608362
5	156743271
5	43709211
1	50990588
2	106958460
15	70723939
14	60558855
5	104293164
4	19872082
14	7162634
8	56753035
1	21114279
X	32337037
2	210907144
16	19571737
14	10048891
11	88459456
14	36676141
21	3150521
18	23399253
7	13502191
11	109389092
7	109376396
13	74050978
3	102829196
10	49782128
6	153877022
2	201091469
4	75966251
16	8853122
10	129562139
2	40173668
3	134862040
3	170119182
4	152768400
Y	1170264
12	57125367
7	24506792
10	115982649
13	23509010
10	22025154
13	98777733
5	155974095
X	133848145
5	37701246
X	115600048
9	66759793
10	13443925
8	63240566
14	1036124
4	67243130
5	171797098
9	95952253
5	83224927
1	88683579
2	164183913
2	82547772
2	8708153
1	99244847
15	55926537
11	30692671
13	25007871
3	9300534
12	79222116
1	36799619
X	102908941
X	106453142
4	29063447
20	39415133
19	37217504
15	78894472
7	32016032
12	35904990
13	70352600
3	114268847
7	63522548
14	42228729
14	71834036
X	91858304
9	38290915
13	45812543
1	3841423
Y	55970829
12	127375867
18	29516999
3	83855039
20	5225754
17	33868823
4	157084062
16	71994588
5	156616326
2	202239056
18	8174790
5	1731987
3	52817486
13	78440805
1	16132368
20	5327044
11	45573125
12	104635492
1	39266824
2	87732850
Y	696373
15	98474105
2	205792576
7	123366603
18	42864892
1	126325167
20	3407632
5	23405979
6	154437549
17	37596451
7	59523998
9	7116046
7	71932022
5	101575945
18	65261191
3	61358437
X	122331118
18	12124076
10	104907432
18	49902688
Y	56717934
9	47093119
18	53079431
17	70951639
18	39242253
2	160518118
10	105190773
16	86373259
9	108319275
22	43720177
15	88519969
12	14188551
12	55216706
4	145289438
2	199420860
9	42856855
3	40516678
X	11466068
10	32967150
11	118483531
17	62665665
6	94801791
2	58954548
13	38479895
3	168386456
6	144240127
2	177040302
17	23628634
2	83449182
2	70542612
9	93771065
10	42438445
Y	4357899
2	55209252
3	171885989
5	61679514
5	126499686
19	8475407
5	40732538
4	94584275
5	105134090
6	66286788
5	10606942
12	81096057
8	111836927
4	16492926
6	3212709
1	27601995
9	961705
4	107714458
3	27350859
1	190747769
4	26802837
12	9486733
14	14279803
12	33371276
7	53757573
1	93394141
2	185079937
X	50838081
Y	20343691
4	101110133
X	58467641
10	129280709
22	45963566
14	42519878
20	15642892
11	30274394
10	72763733
5	152553642
11	89037337
1	33015859
3	183969732
19	49159534
19	21389418
10	20314333
8	36826435
11	40593670
1	173658644
1	213471005
5	5423459
9	112393602
10	87785653
9	8615474
13	73114119
15	21984989
18	15664490
4	74685393
3	21965269
4	139461868
X	125387902
9	30862608
9	5401520
18	10467625
4	96168846
3	118625476
13	84655566
16	1407421
14	34535806
8	7292324
9	59370214
4	59844348
17	71489764
12	103347349
4	107849269
17	36471848
22	15657393
6	133146987
16	36738061
5	79891701
2	136900113
15	102451975
1	163841000
10	118066413
18	53391925
7	113602952
7	75575501
Y	5970761
10	8145057
13	110660377
11	21556629
3	45206752
2	12643742
2	176628654
5	91329429
5	170974412
7	42232666
8	20868281
2	59150522
4	141753414
7	74515950
14	81504825
15	66201644
2	164080845
9	106392493
2	100754303
16	85617322
6	165959236
11	8052170
17	3170034
11	109503012
12	129874128
18	3396964
X	70211235
6	98379595
2	79590132
1	168066097
8	42709346
6	80825229
3	177179642
6	112469931
18	19223872
14	101896556
13	51023887
4	96753190
8	69110664
4	150978396
8	84258303
1	169613185
3	167180640
9	92688820
19	26750039
1	38167600
2	135643713
15	58431870
16	41968557
4	156672673
8	94322627
1	29933941
6	22146360
22	28095827
2	143713046
6	150254103
7	109887393
14	38967323
1	136487085
1	142485302
19	48301686
19	33432781
15	18800061
17	42350203
9	4759817
8	37067020
5	146450031
1	171597574
3	112706783
4	159781419
5	64477527
11	10841114
9	139740719
3	13462183
2	45430159
2	163135808
11	133434484
12	3253006
2	154060903
14	41843693
16	76219577
8	136252436
21	9329426
12	89143469
1	235750737
18	77630942
5	26825316
20	40720782
3	70621468
1	213242920
9	108046668
1	123309103
20	31719416
12	111797900
17	30734138
17	53127238
5	38949726
11	131049510
12	23969577
1	118306268
7	124205648
13	113965434
16	84256574
7	40641876
13	100737562
1	98055161
3	114419456
2	74237700
17	55281930
22	37622781
5	4575577
7	82090300
1	212519266
1	90382115
2	91653078
Y	31702801
2	20654863
8	121514779
X	86312940
15	92445520
X	79017433
1	32019542
18	63218222
1	247173039
6	117821342
9	2763590
8	113586840
15	82900377
8	56659730
16	8998662
8	125864957
20	72889
7	123411104
18	17239510
10	1419067
12	40504350
8	85262044
4	67418331
15	79931633
14	57130393
13	107935802
12	35259652
8	69227391
5	106412297
X	45419276
22	20565496
6	34117577
1	137503294
16	46068442
X	119134061
2	93769150
7	144817634
15	40274036
X	131081960
13	95569499
4	38787865
6	29987905
5	169696628
X	7872514
X	59052737
6	25911800
14	26263193
8	9209120
17	16118672
2	141211282
1	51898817
11	80953577
16	70282696
3	170667069
1	31234636
2	204186705
4	94493442
1	71587461
3	94422722
2	119890996
4	20178306
1	187282805
20	30701511
4	190298411
17	43360124
17	16450272
18	10894144
7	120818417
16	34937065
1	212231754
3	191388083
2	45801353
20	22311322
2	229982080
14	54832160
1	151949
21	26371085
11	64101538
22	32152622
1	240029580
11	31249414
4	140413712
21	24956201
4	39898033
13	23392108
4	164809678
20	44090323
3	122537960
13	2302619
10	49637854
1	164051922
1	236828077
14	40823809
11	125252569
14	11077234
8	61358414
X	10797933
13	108802120
19	26067246
15	29188923
12	102035542
1	243780717
17	32335682
8	50933711
6	32827354
22	47669194
14	97508724
11	27464900
2	226089363
5	175532636
4	52022752
6	74178887
21	23174968
6	69664977
22	48891897
10	96217649
14	44416187
12	103837150
5	2268012
7	127020811
15	72557082
17	60243930
3	155568217
4	185150704
1	105812664
5	115160892
3	78638487
1	232308954
X	134256937
3	191682976
12	90635469
12	121754139
9	129074789
7	144197336
6	82196726
8	15184132
12	37564016
21	38781066
1	157457030
8	121054289
3	98286102
3	122067893
8	129830627
2	119073305
18	73433278
7	36376736
21	21645775
Y	46870515
10	11375166
13	84745727
8	126642488
6	24120434
10	95437925
12	51176791
22	50063804
X	69297782
7	12433767
5	45414574
8	137381380
8	7564307
1	127570862
4	1768719
11	118807843
9	8955407
X	60510892
18	7072500
7	109889386
9	3702500
6	36955532
13	17725232
X	60131966
3	128528567
Y	51356784
12	7211492
6	32322833
15	75058426
15	5962617
4	170620823
8	40076189
2	56079896
17	36897501
2	85361181
13	20555633
10	80923054
2	116493564
9	54153424
3	154402625
2	204874775
22	49394116
14	69067014
5	66274676
10	4124507
7	117532675
X	33398055
8	72616121
13	53773137
6	29542141
8	71732534
9	128702172
14	49321314
1	232628244
3	165823457
1	7474937
7	121631263
12	122040906
3	133025069
8	89248812
4	48202151
17	33117203
22	33473280
17	68309446
1	168039172
21	40287131
20	45639270
4	160552775
5	44823528
10	49850222
5	105787995
20	61452630
21	13238818
8	124036618
2	211003230
12	107016293
X	9012960
17	38463156
2	29458413
4	95344562
10	84075622
4	168816715
9	26670648
X	127767571
X	45702481
4	97458392
3	32079904
3	19927029
10	49902197
X	124761526
2	107504092
12	131305413
10	70896185
1	100177424
11	123640899
1	116720883
4	64102506
20	10149584
18	1051361
3	124813387
13	6957464
2	26207430
2	28194341
1	175718055
3	96598718
2	237233481
2	81545735
10	93331265
17	76322035
6	58944374
3	90130479
15	29197002
6	49216270
15	4233580
6	21279283
2	48487460
9	4276280
3	75645500
17	6000568
19	46854833
6	135121330
1	65987264
1	76001975
16	26146720
10	81917928
3	62533894
Y	37448940
12	109964849
22	36915949
5	82730306
3	178428696
5	130497366
15	92911705
18	5262805
6	133458282
19	18754157
7	134782577
19	18751890
16	88443997
15	41673894
19	36056775
1	56049757
16	16846048
4	47911115
8	31006924
8	52873520
4	14194464
6	69432041
18	25347649
7	28896511
17	57882555
8	29528902
Y	35675860
2	210226438
12	89946430
5	131504410
11	81165737
7	114976798
6	55607879
3	149646760
2	92568034
5	6567534
22	5187806
12	32083333
8	2859613
14	80196953
15	41852572
8	87108010
3	143632135
12	54479160
2	125061331
6	137373403
2	149306198
17	44211263
21	7868011
X	152786816
6	61927041
15	34185621
18	13866395
1	206814975
1	172099454
21	18692879
1	231606954
3	29424100
1	206689299
13	44382469
3	31058995
11	102326674
5	10770151
3	12590109
11	20228384
1	12279438
9	98735103
3	13000252
2	185635376
5	103288144
13	57461570
10	49336968
1	37287539
7	54756914
19	15803495
20	45857009
7	134579515
18	76564059
2	66921373
5	94807449
1	148215842
X	115854874
15	99858998
9	70616440
X	78047804
13	17049060
13	103870987
3	125217951
20	28686485
2	96695400
11	26952132
15	74733779
6	24668603
17	33855419
13	114297961
1	31382406
20	57553739
11	66699874
5	101754071
1	143661961
1	106582216
22	27438618
3	52264697
18	59599086
16	16777054
11	81102357
9	80184535
2	177356080
6	155970742
5	92146171
19	25149438
2	202623384
2	91124071
9	108156261
7	21600433
6	14062092
15	7824466
14	36169188
14	50244570
2	114692696
13	21103016
5	72471035
10	94182258
18	46165553
2	12817931
2	119522912
8	95027602
12	5006626
13	79701530
2	53145389
1	100739186
7	44680187
19	23844921
10	73026467
18	77457670
6	57008469
1	222564636
10	70235353
12	40863406
8	73506114
3	154496947
3	55820429
10	87731514
5	41179738
8	102652742
9	21123411
8	102835394
13	82636031
4	42651469
1	89941322
9	10831986
3	62269598
9	87810361
20	62010766
X	90158794
1	51300021
15	93975489
1	155421458
1	202321742
10	85649897
14	17890491
2	63972914
8	58827575
13	94703985
X	62920065
2	189414951
8	54364361
16	59949669
12	64544036
5	159678987
7	21737251
Y	39188394
17	20824466
13	70788514
18	6773057
1	235622368
3	54435273
5	5548636
8	134711689
6	59736842
18	51713544
14	98918207
16	5619555
4	40036651
9	12213399
8	44879787
16	23112172
11	34597347
17	44275826
1	26242404
18	17636012
2	227894418
5	163056526
X	84102248
6	96269047
X	153342500
Y	53846256
4	35759775
2	4484424
13	99539053
12	124575224
14	34891620
16	73754133
2	160845736
5	82779704
9	107591304
4	174649771
2	55813634
Y	27670219
5	180280296
Y	12681969
10	56631985
12	19877654
10	31879394
Y	22757278
16	71575071
2	126271653
4	162287341
5	95321654
11	131379557
5	132568616
2	216883306
10	48068940
5	40868531
19	20178436
12	47140016
16	44307976
1	117542469
15	80989956
7	25633571
4	61362696
6	41914385
3	24973060
6	169980573
9	69033339
3	37664529
10	43391311
22	40413996
6	149825205
14	52046962
7	7115580
4	163969952
9	100860138
10	58768332
22	23087396
9	38799530
16	4073001
7	82104106
7	31534373
3	65494865
16	76740131
6	77848876
14	63999175
13	76552394
7	124324543
2	209078714
15	5498897
9	68423716
18	59418582
14	74965096
4	180687535
16	57722414
1	45559241
14	45643059
4	141464265
22	5478599
22	1625009
8	57192518
3	22852643
12	33471651
1	3723017
4	46921479
18	19073571
4	23944320
1	154739211
9	108136634
2	148288822
5	179855286
12	54251691
X	74067233
X	147435203
11	101470907
X	121216892
7	101675693
9	11285106
16	72806172
2	151117252
6	45467342
X	138811488
5	92859086
1	116387832
2	235499620
3	60924208
1	75902155
14	46170923
4	134661882
7	64955621
3	135875830
17	65658551
1	4498386
10	68037960
10	103458495
5	112485595
7	47753212
20	44420928
7	61487096
X	94883808
2	92298824
11	42734913
X	132863631
2	240358021
5	74684085
1	47170845
22	31912831
6	82788756
10	63067627
11	14754312
14	3295391
22	34033621
7	4238945
3	16060612
X	108725538
11	40003061
8	94605643
14	13075318
5	172685106
17	60282597
15	102360967
